simulation_idx,step_idx,mse,scale
91,4,1.0811335414473433e-05,1
91,5,1.1098037248302717e-05,1
91,6,1.1146758879476693e-05,1
91,7,1.1446091775724199e-05,1
91,8,1.1729325706255622e-05,1
91,9,1.155457448476227e-05,1
91,10,1.2006351425952744e-05,1
91,11,1.2594681720656808e-05,1
91,12,1.258101110579446e-05,1
91,13,1.2764132407028228e-05,1
91,14,1.3716103239858057e-05,1
91,15,1.4621028640249278e-05,1
91,16,1.5065367733768653e-05,1
91,17,1.559169868414756e-05,1
91,18,1.5988047380233184e-05,1
91,19,1.6436415535281412e-05,1
91,20,1.6851863620104268e-05,1
91,21,1.7922566257766448e-05,1
91,22,1.8300657757208683e-05,1
91,23,1.895993591460865e-05,1
91,24,1.987324321817141e-05,1
91,25,2.0186800611554645e-05,1
91,26,2.1159194147912785e-05,1
91,27,2.175696317863185e-05,1
91,28,2.2769387214793824e-05,1
91,29,2.3231921659316868e-05,1
91,30,2.3504200726165436e-05,1
91,31,2.4120299713104032e-05,1
91,32,2.4217224563471973e-05,1
91,33,2.456705624354072e-05,1
91,34,2.500294431229122e-05,1
91,35,2.551226680225227e-05,1
91,36,2.5662860934971832e-05,1
91,37,2.5953306248993613e-05,1
91,38,2.711682827793993e-05,1
91,39,2.6819869162864052e-05,1
91,40,2.717708412092179e-05,1
91,41,2.8219190426170826e-05,1
91,42,2.8682276024483144e-05,1
91,43,2.838427280948963e-05,1
91,44,2.7637679522740655e-05,1
91,45,2.9120274120941758e-05,1
91,46,3.0201470508472994e-05,1
91,47,3.0385284844669513e-05,1
91,48,3.006340739375446e-05,1
91,49,3.066728822886944e-05,1
91,50,3.133161226287484e-05,1
91,51,3.1841551390243694e-05,1
91,52,3.256534910178743e-05,1
91,53,3.255958290537819e-05,1
91,54,3.237167402403429e-05,1
91,55,3.259797813370824e-05,1
91,56,3.377223765710369e-05,1
91,57,3.489839946269058e-05,1
91,58,3.658645073301159e-05,1
91,59,3.731455217348412e-05,1
91,60,3.9662696508457884e-05,1
91,61,4.1774903365876526e-05,1
91,62,4.338539656600915e-05,1
91,63,4.552864993456751e-05,1
91,64,4.757638453156687e-05,1
91,65,4.9129099352285266e-05,1
91,66,4.9509424570715055e-05,1
91,67,5.079319453216158e-05,1
91,68,5.1396909839240834e-05,1
91,69,5.1463630370562896e-05,1
91,70,5.1084545702906325e-05,1
91,71,5.152081939741038e-05,1
91,72,5.20731664437335e-05,1
91,73,5.298017640598118e-05,1
91,74,5.377640627557412e-05,1
91,75,5.456451253849082e-05,1
91,76,5.423816037364304e-05,1
91,77,5.4467393056256697e-05,1
91,78,5.474734280142002e-05,1
91,79,5.4532265494344756e-05,1
91,80,5.3318904974730685e-05,1
91,81,5.1299186452524737e-05,1
91,82,5.0304010073887184e-05,1
91,83,4.977819844498299e-05,1
91,84,4.967003405909054e-05,1
91,85,4.991034438717179e-05,1
91,86,4.936342520522885e-05,1
91,87,4.9405738536734134e-05,1
91,88,4.83037147205323e-05,1
91,89,4.856883242609911e-05,1
91,90,4.83528601762373e-05,1
91,91,4.839386747335084e-05,1
91,92,4.823872586712241e-05,1
91,93,4.8054800572572276e-05,1
91,94,4.8267040256178007e-05,1
91,95,4.808983067050576e-05,1
91,96,4.754118708660826e-05,1
91,97,4.711924339062534e-05,1
91,98,4.669529153034091e-05,1
91,99,4.6143126382958144e-05,1
92,0,2.6430501748109236e-05,1
92,1,2.706312807276845e-05,1
92,2,2.7916879844269715e-05,1
92,3,2.8396698326105252e-05,1
92,4,2.892856537073385e-05,1
92,5,2.9995106160640717e-05,1
92,6,3.132987330900505e-05,1
92,7,3.214142634533346e-05,1
92,8,3.230894435546361e-05,1
92,9,3.19812934321817e-05,1
92,10,3.216815457562916e-05,1
92,11,3.201017898391001e-05,1
92,12,3.224204556318e-05,1
92,13,3.2054140319814906e-05,1
92,14,3.102210757788271e-05,1
92,15,3.0618117307312787e-05,1
92,16,3.020007352461107e-05,1
92,17,2.9889473807998e-05,1
92,18,2.9226841434137896e-05,1
92,19,2.855674574675504e-05,1
92,20,2.8885149731650017e-05,1
92,21,2.8273285352042876e-05,1
92,22,2.87825423583854e-05,1
92,23,2.8910948458360508e-05,1
92,24,2.8854890842922032e-05,1
92,25,2.860141648852732e-05,1
92,26,2.833765211107675e-05,1
92,27,2.8352491426630877e-05,1
92,28,2.880427746276837e-05,1
92,29,2.9036635169177316e-05,1
92,30,2.8544152883114293e-05,1
92,31,2.852599209290929e-05,1
92,32,2.8539176128106192e-05,1
92,33,2.8302150894887745e-05,1
92,34,2.757902620942332e-05,1
92,35,2.7316646082908846e-05,1
92,36,2.658169250935316e-05,1
92,37,2.5721490601426922e-05,1
92,38,2.531394420657307e-05,1
92,39,2.4953036700026132e-05,1
92,40,2.443093399051577e-05,1
92,41,2.430020504107233e-05,1
92,42,2.4543025574530475e-05,1
92,43,2.372931885474827e-05,1
92,44,2.2698568500345573e-05,1
92,45,2.2136036932352e-05,1
92,46,2.1968660803395323e-05,1
92,47,2.1664303858415224e-05,1
92,48,2.1037791157141328e-05,1
92,49,2.0762125132023357e-05,1
92,50,2.0840981960645877e-05,1
92,51,2.237501939816866e-05,1
92,52,2.3317070372286253e-05,1
92,53,2.405653322057333e-05,1
92,54,2.5382614694535732e-05,1
92,55,2.5914601792464964e-05,1
92,56,2.6937397706205957e-05,1
92,57,2.8400374503689818e-05,1
92,58,2.9575965527328663e-05,1
92,59,3.110318721155636e-05,1
92,60,3.1746458262205124e-05,1
92,61,3.270472734584473e-05,1
92,62,3.358328467584215e-05,1
92,63,3.376877793925814e-05,1
92,64,3.467814531177282e-05,1
92,65,3.481181192910299e-05,1
92,66,3.479875158518553e-05,1
92,67,3.503742118482478e-05,1
92,68,3.5648830817081034e-05,1
92,69,3.6174456909066066e-05,1
92,70,3.6239918699720874e-05,1
92,71,3.646471304818988e-05,1
92,72,3.664274117909372e-05,1
92,73,3.6964513128623366e-05,1
92,74,3.600615309551358e-05,1
92,75,3.5642962757265195e-05,1
92,76,3.580317570595071e-05,1
92,77,3.5939912777394056e-05,1
92,78,3.595211455831304e-05,1
92,79,3.550791007000953e-05,1
92,80,3.474095501587726e-05,1
92,81,3.403939990676008e-05,1
92,82,3.314214700367302e-05,1
92,83,3.272249523433857e-05,1
92,84,3.2708812796045095e-05,1
92,85,3.268110958742909e-05,1
92,86,3.259472214267589e-05,1
92,87,3.276193092460744e-05,1
92,88,3.2448235288029537e-05,1
92,89,3.3885047741932794e-05,1
92,90,3.44181498803664e-05,1
92,91,3.527423905325122e-05,1
92,92,3.608790575526655e-05,1
92,93,3.581807322916575e-05,1
92,94,3.534111237968318e-05,1
92,95,3.5321270843269303e-05,1
92,96,3.5278175346320495e-05,1
92,97,3.603148434194736e-05,1
92,98,3.6044366424903274e-05,1
92,99,3.616495450842194e-05,1
93,0,2.6430501748109236e-05,1
93,1,2.706312807276845e-05,1
93,2,2.7916879844269715e-05,1
93,3,2.8396698326105252e-05,1
93,4,2.892856537073385e-05,1
93,5,2.9995106160640717e-05,1
93,6,3.132987330900505e-05,1
93,7,3.214142634533346e-05,1
93,8,3.230894435546361e-05,1
93,9,3.19812934321817e-05,1
93,10,3.216815457562916e-05,1
93,11,3.201017898391001e-05,1
93,12,3.224204556318e-05,1
93,13,3.2054140319814906e-05,1
93,14,3.102210757788271e-05,1
93,15,3.0618117307312787e-05,1
93,16,3.020007352461107e-05,1
93,17,2.9889473807998e-05,1
93,18,2.9226841434137896e-05,1
93,19,2.8556742108776234e-05,1
93,20,2.8885149731650017e-05,1
93,21,2.8273283533053473e-05,1
93,22,2.87825423583854e-05,1
93,23,2.8910948458360508e-05,1
93,24,2.8854890842922032e-05,1
93,25,2.860141648852732e-05,1
93,26,2.833765211107675e-05,1
93,27,2.8352491426630877e-05,1
93,28,2.880427746276837e-05,1
93,29,2.9036635169177316e-05,1
93,30,2.8544152883114293e-05,1
93,31,2.8525988454930484e-05,1
93,32,2.8539176128106192e-05,1
93,33,2.8302150894887745e-05,1
93,34,2.757902620942332e-05,1
93,35,2.7316646082908846e-05,1
93,36,2.658169250935316e-05,1
93,37,2.5721490601426922e-05,1
93,38,2.531394420657307e-05,1
93,39,2.4953036700026132e-05,1
93,40,2.443093399051577e-05,1
93,41,2.430020504107233e-05,1
93,42,2.4543025574530475e-05,1
93,43,2.372931885474827e-05,1
93,44,2.2698568500345573e-05,1
93,45,2.2136036932352e-05,1
93,46,2.1968660803395323e-05,1
93,47,2.1664303858415224e-05,1
93,48,2.1037791157141328e-05,1
93,49,2.0762125132023357e-05,1
93,50,2.0840981960645877e-05,1
93,51,2.237501939816866e-05,1
93,52,2.3317070372286253e-05,1
93,53,2.405653322057333e-05,1
93,54,2.5382614694535732e-05,1
93,55,2.5914601792464964e-05,1
93,56,2.693739952519536e-05,1
93,57,2.8400374503689818e-05,1
93,58,2.9575965527328663e-05,1
93,59,3.110318721155636e-05,1
93,60,3.1746458262205124e-05,1
93,61,3.270472734584473e-05,1
93,62,3.358328467584215e-05,1
93,63,3.376877793925814e-05,1
93,64,3.467814531177282e-05,1
93,65,3.481181192910299e-05,1
93,66,3.479875158518553e-05,1
93,67,3.503742118482478e-05,1
93,68,3.5648830817081034e-05,1
93,69,3.6174456909066066e-05,1
93,70,3.6239918699720874e-05,1
93,71,3.646471304818988e-05,1
93,72,3.664274117909372e-05,1
93,73,3.6964513128623366e-05,1
93,74,3.600615309551358e-05,1
93,75,3.5642962757265195e-05,1
93,76,3.580317570595071e-05,1
93,77,3.5939912777394056e-05,1
93,78,3.595211455831304e-05,1
93,79,3.550791007000953e-05,1
93,80,3.474095501587726e-05,1
93,81,3.403939990676008e-05,1
93,82,3.314214700367302e-05,1
93,83,3.272249523433857e-05,1
93,84,3.2708812796045095e-05,1
93,85,3.268110958742909e-05,1
93,86,3.259472214267589e-05,1
93,87,3.276193092460744e-05,1
93,88,3.2448235288029537e-05,1
93,89,3.3885047741932794e-05,1
93,90,3.44181498803664e-05,1
93,91,3.527423905325122e-05,1
93,92,3.608790575526655e-05,1
93,93,3.581806959118694e-05,1
93,94,3.534111237968318e-05,1
93,95,3.5321270843269303e-05,1
93,96,3.5278175346320495e-05,1
93,97,3.603148434194736e-05,1
93,98,3.6044366424903274e-05,1
93,99,3.616495450842194e-05,1
94,0,1.1442959475971293e-05,1
94,1,1.0972611562465318e-05,1
94,2,1.0944428140646778e-05,1
94,3,1.0923918125627097e-05,1
94,4,1.0811335414473433e-05,1
94,5,1.1098037248302717e-05,1
94,6,1.1146758879476693e-05,1
94,7,1.1446091775724199e-05,1
94,8,1.1729325706255622e-05,1
94,9,1.155457448476227e-05,1
94,10,1.2006351425952744e-05,1
94,11,1.2594681720656808e-05,1
94,12,1.258101110579446e-05,1
94,13,1.2764132407028228e-05,1
94,14,1.3716103239858057e-05,1
94,15,1.4621028640249278e-05,1
94,16,1.5065367733768653e-05,1
94,17,1.559169868414756e-05,1
94,18,1.5988047380233184e-05,1
94,19,1.6436415535281412e-05,1
94,20,1.6851863620104268e-05,1
94,21,1.7922566257766448e-05,1
94,22,1.8300657757208683e-05,1
94,23,1.895993591460865e-05,1
94,24,1.987324321817141e-05,1
94,25,2.0186800611554645e-05,1
94,26,2.1159194147912785e-05,1
94,27,2.1756964997621253e-05,1
94,28,2.2769387214793824e-05,1
94,29,2.3231921659316868e-05,1
94,30,2.3504200726165436e-05,1
94,31,2.4120299713104032e-05,1
94,32,2.4217224563471973e-05,1
94,33,2.456705624354072e-05,1
94,34,2.500294431229122e-05,1
94,35,2.551226680225227e-05,1
94,36,2.5662860934971832e-05,1
94,37,2.5953306248993613e-05,1
94,38,2.711682827793993e-05,1
94,39,2.6819869162864052e-05,1
94,40,2.717708412092179e-05,1
94,41,2.8219190426170826e-05,1
94,42,2.868227420549374e-05,1
94,43,2.838427280948963e-05,1
94,44,2.7637679522740655e-05,1
94,45,2.9120274120941758e-05,1
94,46,3.0201472327462398e-05,1
94,47,3.0385284844669513e-05,1
94,48,3.006340739375446e-05,1
94,49,3.066728822886944e-05,1
94,50,3.133161226287484e-05,1
94,51,3.1841551390243694e-05,1
94,52,3.256534910178743e-05,1
94,53,3.255958290537819e-05,1
94,54,3.237167402403429e-05,1
94,55,3.259797813370824e-05,1
94,56,3.377223765710369e-05,1
94,57,3.489839946269058e-05,1
94,58,3.658645073301159e-05,1
94,59,3.731455217348412e-05,1
94,60,3.9662696508457884e-05,1
94,61,4.1774903365876526e-05,1
94,62,4.338539656600915e-05,1
94,63,4.552864993456751e-05,1
94,64,4.757638453156687e-05,1
94,65,4.9129099352285266e-05,1
94,66,4.9509424570715055e-05,1
94,67,5.079319453216158e-05,1
94,68,5.1396909839240834e-05,1
94,69,5.1463630370562896e-05,1
94,70,5.1084545702906325e-05,1
94,71,5.152081939741038e-05,1
94,72,5.20731664437335e-05,1
94,73,5.29801836819388e-05,1
94,74,5.377640627557412e-05,1
94,75,5.456451253849082e-05,1
94,76,5.423816037364304e-05,1
94,77,5.4467393056256697e-05,1
94,78,5.474734280142002e-05,1
94,79,5.4532265494344756e-05,1
94,80,5.3318904974730685e-05,1
94,81,5.1299186452524737e-05,1
94,82,5.0304010073887184e-05,1
94,83,4.977819844498299e-05,1
94,84,4.9670041335048154e-05,1
94,85,4.991034438717179e-05,1
94,86,4.936342520522885e-05,1
94,87,4.9405738536734134e-05,1
94,88,4.83037147205323e-05,1
94,89,4.856883242609911e-05,1
94,90,4.83528601762373e-05,1
94,91,4.839386747335084e-05,1
94,92,4.823872586712241e-05,1
94,93,4.8054800572572276e-05,1
94,94,4.8267040256178007e-05,1
94,95,4.808983067050576e-05,1
94,96,4.754118708660826e-05,1
94,97,4.711924339062534e-05,1
94,98,4.669529153034091e-05,1
94,99,4.6143126382958144e-05,1
95,0,1.1442959475971293e-05,1
95,1,1.0972611562465318e-05,1
95,2,1.0944427231152076e-05,1
95,3,1.0923918125627097e-05,1
95,4,1.0811335414473433e-05,1
95,5,1.1098037248302717e-05,1
95,6,1.1146758879476693e-05,1
95,7,1.1446091775724199e-05,1
95,8,1.1729325706255622e-05,1
95,9,1.155457448476227e-05,1
95,10,1.2006351425952744e-05,1
95,11,1.2594681720656808e-05,1
95,12,1.258101110579446e-05,1
95,13,1.2764132407028228e-05,1
95,14,1.3716103239858057e-05,1
95,15,1.4621028640249278e-05,1
95,16,1.5065367733768653e-05,1
95,17,1.559169868414756e-05,1
95,18,1.5988047380233184e-05,1
95,19,1.6436415535281412e-05,1
95,20,1.6851863620104268e-05,1
95,21,1.7922564438777044e-05,1
95,22,1.8300657757208683e-05,1
95,23,1.895993591460865e-05,1
95,24,1.987324321817141e-05,1
95,25,2.0186800611554645e-05,1
95,26,2.1159194147912785e-05,1
95,27,2.1756964997621253e-05,1
95,28,2.2769387214793824e-05,1
95,29,2.3231919840327464e-05,1
95,30,2.3504200726165436e-05,1
95,31,2.4120299713104032e-05,1
95,32,2.4217224563471973e-05,1
95,33,2.456705624354072e-05,1
95,34,2.500294431229122e-05,1
95,35,2.551226680225227e-05,1
95,36,2.5662860934971832e-05,1
95,37,2.5953306248993613e-05,1
95,38,2.711682827793993e-05,1
95,39,2.6819869162864052e-05,1
95,40,2.717708412092179e-05,1
95,41,2.8219190426170826e-05,1
95,42,2.868227420549374e-05,1
95,43,2.838427280948963e-05,1
95,44,2.7637679522740655e-05,1
95,45,2.9120274120941758e-05,1
95,46,3.0201470508472994e-05,1
95,47,3.0385284844669513e-05,1
95,48,3.006340739375446e-05,1
95,49,3.066728822886944e-05,1
95,50,3.133161226287484e-05,1
95,51,3.1841551390243694e-05,1
95,52,3.256534910178743e-05,1
95,53,3.255958290537819e-05,1
95,54,3.237167402403429e-05,1
95,55,3.259797813370824e-05,1
95,56,3.3772241295082495e-05,1
95,57,3.489839946269058e-05,1
95,58,3.658645073301159e-05,1
95,59,3.731455217348412e-05,1
95,60,3.9662696508457884e-05,1
95,61,4.1774903365876526e-05,1
95,62,4.338539656600915e-05,1
95,63,4.552864993456751e-05,1
95,64,4.757638453156687e-05,1
95,65,4.9129099352285266e-05,1
95,66,4.9509424570715055e-05,1
95,67,5.079319453216158e-05,1
95,68,5.1396909839240834e-05,1
95,69,5.1463630370562896e-05,1
95,70,5.1084545702906325e-05,1
95,71,5.152081939741038e-05,1
95,72,5.20731664437335e-05,1
95,73,5.298017640598118e-05,1
95,74,5.377640627557412e-05,1
95,75,5.456451253849082e-05,1
95,76,5.423816037364304e-05,1
95,77,5.4467393056256697e-05,1
95,78,5.474734280142002e-05,1
95,79,5.4532265494344756e-05,1
95,80,5.3318904974730685e-05,1
95,81,5.1299186452524737e-05,1
95,82,5.0304010073887184e-05,1
95,83,4.977819844498299e-05,1
95,84,4.9670041335048154e-05,1
95,85,4.991034438717179e-05,1
95,86,4.936342520522885e-05,1
95,87,4.9405738536734134e-05,1
95,88,4.83037147205323e-05,1
95,89,4.856883242609911e-05,1
95,90,4.83528601762373e-05,1
95,91,4.839386747335084e-05,1
95,92,4.823872586712241e-05,1
95,93,4.8054800572572276e-05,1
95,94,4.8267040256178007e-05,1
95,95,4.808983067050576e-05,1
95,96,4.754118708660826e-05,1
95,97,4.711924339062534e-05,1
95,98,4.669529153034091e-05,1
95,99,4.6143126382958144e-05,1
96,0,2.6430501748109236e-05,1
96,1,2.706312807276845e-05,1
96,2,2.7916883482248522e-05,1
96,3,2.8396698326105252e-05,1
96,4,2.892856537073385e-05,1
96,5,2.9995106160640717e-05,1
96,6,3.132987330900505e-05,1
96,7,3.214142634533346e-05,1
96,8,3.230894435546361e-05,1
96,9,3.19812934321817e-05,1
96,10,3.216815457562916e-05,1
96,11,3.201017898391001e-05,1
96,12,3.224204556318e-05,1
96,13,3.2054140319814906e-05,1
96,14,3.102210757788271e-05,1
96,15,3.0618117307312787e-05,1
96,16,3.020007352461107e-05,1
96,17,2.9889473807998e-05,1
96,18,2.9226841434137896e-05,1
96,19,2.855674574675504e-05,1
96,20,2.8885149731650017e-05,1
96,21,2.8273285352042876e-05,1
96,22,2.87825423583854e-05,1
96,23,2.8910948458360508e-05,1
96,24,2.8854890842922032e-05,1
96,25,2.860141648852732e-05,1
96,26,2.833765211107675e-05,1
96,27,2.8352491426630877e-05,1
96,28,2.880427746276837e-05,1
96,29,2.9036635169177316e-05,1
96,30,2.8544152883114293e-05,1
96,31,2.852599209290929e-05,1
96,32,2.8539176128106192e-05,1
96,33,2.8302150894887745e-05,1
96,34,2.757902620942332e-05,1
96,35,2.7316646082908846e-05,1
96,36,2.658169250935316e-05,1
96,37,2.5721490601426922e-05,1
96,38,2.531394420657307e-05,1
96,39,2.4953036700026132e-05,1
96,40,2.443093399051577e-05,1
96,41,2.430020504107233e-05,1
96,42,2.4543025574530475e-05,1
96,43,2.372931885474827e-05,1
96,44,2.2698568500345573e-05,1
96,45,2.2136036932352e-05,1
96,46,2.1968660803395323e-05,1
96,47,2.1664303858415224e-05,1
96,48,2.1037791157141328e-05,1
96,49,2.0762125132023357e-05,1
96,50,2.0840981960645877e-05,1
96,51,2.237501939816866e-05,1
96,52,2.3317070372286253e-05,1
96,53,2.405653322057333e-05,1
96,54,2.5382614694535732e-05,1
96,55,2.5914601792464964e-05,1
96,56,2.693739952519536e-05,1
96,57,2.8400374503689818e-05,1
96,58,2.9575965527328663e-05,1
96,59,3.110318721155636e-05,1
96,60,3.1746458262205124e-05,1
96,61,3.270472734584473e-05,1
96,62,3.358328467584215e-05,1
96,63,3.376877793925814e-05,1
96,64,3.467814531177282e-05,1
96,65,3.481181192910299e-05,1
96,66,3.479875158518553e-05,1
96,67,3.503742118482478e-05,1
96,68,3.5648830817081034e-05,1
96,69,3.6174456909066066e-05,1
96,70,3.6239918699720874e-05,1
96,71,3.646471304818988e-05,1
96,72,3.664273754111491e-05,1
96,73,3.6964513128623366e-05,1
96,74,3.600615309551358e-05,1
96,75,3.5642962757265195e-05,1
96,76,3.580317570595071e-05,1
96,77,3.5939912777394056e-05,1
96,78,3.595211455831304e-05,1
96,79,3.550791007000953e-05,1
96,80,3.474095501587726e-05,1
96,81,3.403939990676008e-05,1
96,82,3.314214700367302e-05,1
96,83,3.272249523433857e-05,1
96,84,3.2708812796045095e-05,1
96,85,3.268110958742909e-05,1
96,86,3.259472214267589e-05,1
96,87,3.276193092460744e-05,1
96,88,3.2448235288029537e-05,1
96,89,3.3885047741932794e-05,1
96,90,3.44181498803664e-05,1
96,91,3.527423905325122e-05,1
96,92,3.608790575526655e-05,1
96,93,3.581806959118694e-05,1
96,94,3.534111237968318e-05,1
96,95,3.5321270843269303e-05,1
96,96,3.5278175346320495e-05,1
96,97,3.603148434194736e-05,1
96,98,3.6044366424903274e-05,1
96,99,3.616495450842194e-05,1
97,0,1.1442959475971293e-05,1
97,1,1.0972611562465318e-05,1
97,2,1.0944428140646778e-05,1
97,3,1.0923918125627097e-05,1
97,4,1.0811335414473433e-05,1
97,5,1.1098037248302717e-05,1
97,6,1.1146758879476693e-05,1
97,7,1.1446091775724199e-05,1
97,8,1.1729325706255622e-05,1
97,9,1.155457448476227e-05,1
97,10,1.2006351425952744e-05,1
97,11,1.2594681720656808e-05,1
97,12,1.258101110579446e-05,1
97,13,1.2764132407028228e-05,1
97,14,1.3716103239858057e-05,1
97,15,1.4621028640249278e-05,1
97,16,1.5065367733768653e-05,1
97,17,1.559169868414756e-05,1
97,18,1.5988047380233184e-05,1
97,19,1.6436415535281412e-05,1
97,20,1.6851863620104268e-05,1
97,21,1.7922566257766448e-05,1
97,22,1.8300657757208683e-05,1
97,23,1.895993591460865e-05,1
97,24,1.987324321817141e-05,1
97,25,2.0186800611554645e-05,1
97,26,2.1159194147912785e-05,1
97,27,2.1756964997621253e-05,1
97,28,2.2769387214793824e-05,1
97,29,2.3231921659316868e-05,1
97,30,2.3504200726165436e-05,1
97,31,2.4120299713104032e-05,1
97,32,2.4217224563471973e-05,1
97,33,2.456705624354072e-05,1
97,34,2.500294431229122e-05,1
97,35,2.551226680225227e-05,1
97,36,2.5662860934971832e-05,1
97,37,2.5953306248993613e-05,1
97,38,2.711682827793993e-05,1
97,39,2.6819869162864052e-05,1
97,40,2.717708412092179e-05,1
97,41,2.8219190426170826e-05,1
97,42,2.868227420549374e-05,1
97,43,2.838427280948963e-05,1
97,44,2.7637679522740655e-05,1
97,45,2.9120274120941758e-05,1
97,46,3.0201470508472994e-05,1
97,47,3.0385284844669513e-05,1
97,48,3.006340739375446e-05,1
97,49,3.066728822886944e-05,1
97,50,3.133161226287484e-05,1
97,51,3.1841551390243694e-05,1
97,52,3.256534910178743e-05,1
97,53,3.255958290537819e-05,1
97,54,3.237167402403429e-05,1
97,55,3.259797813370824e-05,1
97,56,3.377223765710369e-05,1
97,57,3.489839946269058e-05,1
97,58,3.658645073301159e-05,1
97,59,3.731455217348412e-05,1
97,60,3.9662696508457884e-05,1
97,61,4.1774903365876526e-05,1
97,62,4.338539656600915e-05,1
97,63,4.552864993456751e-05,1
97,64,4.757638453156687e-05,1
97,65,4.9129099352285266e-05,1
97,66,4.9509424570715055e-05,1
97,67,5.079319453216158e-05,1
97,68,5.1396909839240834e-05,1
97,69,5.1463630370562896e-05,1
97,70,5.1084545702906325e-05,1
97,71,5.152081939741038e-05,1
97,72,5.20731664437335e-05,1
97,73,5.298017640598118e-05,1
97,74,5.377640627557412e-05,1
97,75,5.456451253849082e-05,1
97,76,5.4238167649600655e-05,1
97,77,5.4467393056256697e-05,1
97,78,5.474734280142002e-05,1
97,79,5.4532265494344756e-05,1
97,80,5.3318904974730685e-05,1
97,81,5.1299186452524737e-05,1
97,82,5.0304010073887184e-05,1
97,83,4.977819844498299e-05,1
97,84,4.967003405909054e-05,1
97,85,4.991034438717179e-05,1
97,86,4.936342520522885e-05,1
97,87,4.9405738536734134e-05,1
97,88,4.83037147205323e-05,1
97,89,4.856883242609911e-05,1
97,90,4.83528601762373e-05,1
97,91,4.839386747335084e-05,1
97,92,4.823872586712241e-05,1
97,93,4.8054800572572276e-05,1
97,94,4.8267040256178007e-05,1
97,95,4.808983067050576e-05,1
97,96,4.754118708660826e-05,1
97,97,4.711924339062534e-05,1
97,98,4.669529153034091e-05,1
97,99,4.6143126382958144e-05,1
98,0,2.6430501748109236e-05,1
98,1,2.706312807276845e-05,1
98,2,2.7916883482248522e-05,1
98,3,2.8396698326105252e-05,1
98,4,2.892856537073385e-05,1
98,5,2.9995106160640717e-05,1
98,6,3.132987330900505e-05,1
98,7,3.214142634533346e-05,1
98,8,3.230894435546361e-05,1
98,9,3.19812934321817e-05,1
98,10,3.216815457562916e-05,1
98,11,3.201017898391001e-05,1
98,12,3.224204556318e-05,1
98,13,3.2054140319814906e-05,1
98,14,3.102210757788271e-05,1
98,15,3.0618117307312787e-05,1
98,16,3.020007352461107e-05,1
98,17,2.9889473807998e-05,1
98,18,2.9226841434137896e-05,1
98,19,2.855674574675504e-05,1
98,20,2.8885149731650017e-05,1
98,21,2.8273285352042876e-05,1
98,22,2.87825423583854e-05,1
98,23,2.8910948458360508e-05,1
98,24,2.8854890842922032e-05,1
98,25,2.860141648852732e-05,1
98,26,2.833765211107675e-05,1
98,27,2.8352491426630877e-05,1
98,28,2.880427746276837e-05,1
98,29,2.9036635169177316e-05,1
98,30,2.8544152883114293e-05,1
98,31,2.852599209290929e-05,1
98,32,2.8539176128106192e-05,1
98,33,2.8302150894887745e-05,1
98,34,2.757902620942332e-05,1
98,35,2.7316646082908846e-05,1
98,36,2.658169250935316e-05,1
98,37,2.5721490601426922e-05,1
98,38,2.531394420657307e-05,1
98,39,2.4953036700026132e-05,1
98,40,2.443093399051577e-05,1
98,41,2.430020504107233e-05,1
98,42,2.4543025574530475e-05,1
98,43,2.372931885474827e-05,1
98,44,2.2698568500345573e-05,1
98,45,2.2136036932352e-05,1
98,46,2.1968660803395323e-05,1
98,47,2.1664303858415224e-05,1
98,48,2.1037791157141328e-05,1
98,49,2.0762125132023357e-05,1
98,50,2.0840981960645877e-05,1
98,51,2.237501939816866e-05,1
98,52,2.3317070372286253e-05,1
98,53,2.405653322057333e-05,1
98,54,2.5382614694535732e-05,1
98,55,2.5914601792464964e-05,1
98,56,2.693739952519536e-05,1
98,57,2.8400374503689818e-05,1
98,58,2.9575965527328663e-05,1
98,59,3.110318721155636e-05,1
98,60,3.1746458262205124e-05,1
98,61,3.270472734584473e-05,1
98,62,3.358328467584215e-05,1
98,63,3.376877793925814e-05,1
98,64,3.467814531177282e-05,1
98,65,3.481181192910299e-05,1
98,66,3.479875158518553e-05,1
98,67,3.503742118482478e-05,1
98,68,3.5648830817081034e-05,1
98,69,3.6174456909066066e-05,1
98,70,3.6239918699720874e-05,1
98,71,3.646471304818988e-05,1
98,72,3.664273754111491e-05,1
98,73,3.6964513128623366e-05,1
98,74,3.600615309551358e-05,1
98,75,3.5642962757265195e-05,1
98,76,3.580317570595071e-05,1
98,77,3.5939912777394056e-05,1
98,78,3.595211455831304e-05,1
98,79,3.550791007000953e-05,1
98,80,3.474095501587726e-05,1
98,81,3.403939990676008e-05,1
98,82,3.314214700367302e-05,1
98,83,3.272249523433857e-05,1
98,84,3.2708812796045095e-05,1
98,85,3.268110958742909e-05,1
98,86,3.259472214267589e-05,1
98,87,3.276193092460744e-05,1
98,88,3.2448235288029537e-05,1
98,89,3.3885047741932794e-05,1
98,90,3.44181498803664e-05,1
98,91,3.527423905325122e-05,1
98,92,3.608790575526655e-05,1
98,93,3.581807322916575e-05,1
98,94,3.534111237968318e-05,1
98,95,3.5321270843269303e-05,1
98,96,3.5278175346320495e-05,1
98,97,3.603148434194736e-05,1
98,98,3.6044366424903274e-05,1
98,99,3.616495450842194e-05,1
99,0,1.1442959475971293e-05,1
99,1,1.0972611562465318e-05,1
99,2,1.0944428140646778e-05,1
