simulation_idx,step_idx,mse,cardinality_target,cardinality_output,cardinality_truth,scale
0,36,2.190781378885731e-05,5.935610294342041,0.348251074552536,6,1
0,37,2.0311048501753248e-05,5.91583251953125,0.5684639811515808,6,1
0,38,1.6009238606784493e-05,5.87466287612915,1.5617623329162598,6,1
0,39,1.8526696294429712e-05,7.801697731018066,1.8148781061172485,8,1
0,40,1.4139871382212732e-05,7.684730052947998,3.2313170433044434,8,1
0,41,1.4193373317539226e-05,6.999058246612549,3.730175018310547,7,1
0,42,1.729132782202214e-05,6.999447345733643,2.2789218425750732,7,1
0,43,2.455506728438195e-05,7.999687194824219,4.216748237609863,8,1
0,44,2.2137162886792794e-05,7.999770164489746,6.007991790771484,8,1
0,45,2.0969157048966736e-05,7.999741554260254,4.304004192352295,8,1
0,46,2.4774975827313028e-05,9.999422073364258,3.520423650741577,10,1
0,47,3.454112447798252e-05,10.998777389526367,4.7684783935546875,11,1
0,48,2.4598935851827264e-05,9.998106956481934,3.956252098083496,10,1
0,49,3.557252057362348e-05,9.996582984924316,4.142579555511475,10,1
0,50,2.9825871024513617e-05,9.992230415344238,5.52503776550293,10,1
0,51,3.0839255487080663e-05,9.979401588439941,4.603472709655762,10,1
0,52,2.7726564439944923e-05,9.851958274841309,4.041118144989014,10,1
0,53,2.2163345420267433e-05,8.919529914855957,3.6955525875091553,9,1
0,54,1.913420965138357e-05,7.999832630157471,2.7985548973083496,8,1
0,55,3.065362761844881e-05,10.980352401733398,5.661571025848389,11,1
0,56,3.442130400799215e-05,11.999969482421875,6.563704490661621,12,1
0,57,2.856947685359046e-05,10.999778747558594,5.694537162780762,11,1
0,58,3.2752304832683876e-05,11.998895645141602,3.415199041366577,12,1
0,59,2.814608160406351e-05,10.99612045288086,4.435812473297119,11,1
0,60,3.308005761937238e-05,12.632637023925781,6.590060710906982,13,1
0,61,3.222846862627193e-05,12.65417766571045,4.518716335296631,13,1
0,62,3.8809106627013534e-05,12.838212966918945,6.843769550323486,13,1
0,63,4.3084048229502514e-05,15.86251449584961,5.7701616287231445,16,1
0,64,4.312959936214611e-05,16.871912002563477,7.488224029541016,17,1
0,65,4.362178879091516e-05,16.844799041748047,6.487870216369629,17,1
0,66,4.570274177240208e-05,16.771541595458984,5.723563194274902,17,1
0,67,4.358991645858623e-05,15.641921997070312,4.503739356994629,16,1
0,68,4.763140532304533e-05,14.862064361572266,8.390839576721191,15,1
0,69,3.0067041734582745e-05,13.998921394348145,5.684299468994141,14,1
0,70,3.209421629435383e-05,13.999387741088867,6.090490341186523,14,1
0,71,4.321394590078853e-05,11.999637603759766,8.483382225036621,12,1
0,72,4.4527550926432014e-05,12.999823570251465,9.328969955444336,13,1
0,73,4.775814159074798e-05,11.999930381774902,5.95424747467041,12,1
0,74,5.296678136801347e-05,12.999958038330078,9.088756561279297,13,1
0,75,3.8673584640491754e-05,12.99858570098877,6.714367866516113,13,1
0,76,3.1859224691288546e-05,12.846726417541504,8.869136810302734,13,1
0,77,3.883271710947156e-05,12.999187469482422,5.219088554382324,13,1
0,78,4.269147029845044e-05,12.994707107543945,6.35744571685791,13,1
0,79,4.2562645830912516e-05,12.965606689453125,7.176362991333008,13,1
0,80,4.385888678370975e-05,12.854914665222168,3.414185047149658,13,1
0,81,3.958433080697432e-05,13.276729583740234,3.9086363315582275,14,1
0,82,3.3662097848718986e-05,12.669512748718262,4.701608657836914,13,1
0,83,4.468068073038012e-05,12.987090110778809,8.049589157104492,13,1
0,84,4.565558265312575e-05,12.770711898803711,5.193502426147461,13,1
0,85,4.203023127047345e-05,12.942835807800293,6.411586761474609,13,1
0,86,3.8767488149460405e-05,12.881711959838867,6.345773220062256,13,1
0,87,4.1195962694473565e-05,12.887466430664062,7.297741889953613,13,1
0,88,3.013966306752991e-05,12.895304679870605,6.675626754760742,13,1
0,89,4.080356302438304e-05,11.89505672454834,6.266132354736328,12,1
0,90,3.217478297301568e-05,10.848207473754883,5.793623924255371,11,1
0,91,3.239528450649232e-05,9.908866882324219,5.633705139160156,10,1
0,92,3.535186260705814e-05,9.891085624694824,9.527840614318848,10,1
0,93,2.036875594058074e-05,9.861742973327637,5.679755210876465,10,1
0,94,2.973314985865727e-05,11.679267883300781,4.370499610900879,12,1
0,95,3.0775270715821534e-05,11.73318099975586,3.465869903564453,12,1
0,96,3.0938637792132795e-05,9.999055862426758,3.597769260406494,10,1
0,97,3.041469244635664e-05,10.934486389160156,6.423869609832764,11,1
0,98,3.0414383218158036e-05,10.997771263122559,6.177883148193359,11,1
0,99,3.764566281461157e-05,10.999860763549805,9.001052856445312,11,1
1,0,4.7641617129556835e-05,13.999993324279785,2.876208782196045,14,1
1,1,4.71965795441065e-05,14.714987754821777,1.2632232904434204,15,1
1,2,3.663147072074935e-05,12.483616828918457,0.7165086269378662,13,1
1,3,3.116321749985218e-05,10.999923706054688,0.35590702295303345,11,1
1,4,3.1397692509926856e-05,9.998014450073242,1.3625895977020264,10,1
1,5,2.7263002266408876e-05,8.978227615356445,2.14321231842041,9,1
1,6,2.135647628165316e-05,7.866240501403809,1.358824610710144,8,1
1,7,2.6598991098580882e-05,7.999995231628418,0.7269426584243774,8,1
1,8,2.4340288291568868e-05,6.999996185302734,0.38435375690460205,7,1
1,9,2.0843330275965855e-05,6.999996662139893,0.690955400466919,7,1
1,10,2.897845843108371e-05,7.999997138977051,1.405975580215454,8,1
1,11,2.4859236873453483e-05,7.999997138977051,-0.38243016600608826,8,1
1,12,2.3757427698001266e-05,7.672348976135254,0.11612793058156967,8,1
1,13,2.320248313480988e-05,7.790409088134766,-1.1675565242767334,8,1
1,14,3.1973097065929323e-05,10.877306938171387,-0.6656709909439087,11,1
1,15,3.8589296309510246e-05,12.934859275817871,-0.818198025226593,13,1
1,16,4.139621159993112e-05,12.96737289428711,0.481963574886322,13,1
1,17,3.929460945073515e-05,12.984923362731934,-0.10319143533706665,13,1
1,18,4.687222099164501e-05,14.994219779968262,-0.3254619240760803,15,1
1,19,4.636198718799278e-05,13.99838924407959,2.0260353088378906,14,1
1,20,4.510749931796454e-05,12.999707221984863,2.9672157764434814,13,1
1,21,4.27462873631157e-05,13.906564712524414,3.653221845626831,14,1
1,22,3.971836849814281e-05,13.987106323242188,3.6352343559265137,14,1
1,23,4.1618703107815236e-05,14.918354034423828,4.3341383934021,15,1
1,24,3.896522684954107e-05,13.997668266296387,4.386832237243652,14,1
1,25,4.658797843148932e-05,13.999384880065918,2.930253267288208,14,1
1,26,4.347389767644927e-05,14.999813079833984,2.184414863586426,15,1
1,27,3.4760101698338985e-05,12.999954223632812,2.898188352584839,13,1
1,28,3.8698264688719064e-05,12.999982833862305,0.6253412961959839,13,1
1,29,4.166281360085122e-05,12.999982833862305,1.7926403284072876,13,1
1,30,3.2960917451418936e-05,10.999992370605469,2.3294448852539062,11,1
1,31,3.352151543367654e-05,11.763381004333496,0.6558301448822021,12,1
1,32,3.364842268638313e-05,11.956165313720703,0.1399669051170349,12,1
1,33,3.0800838430877775e-05,9.997209548950195,0.7370370626449585,10,1
1,34,2.899937862821389e-05,8.999940872192383,0.609127402305603,9,1
1,35,2.8384178222040646e-05,8.999991416931152,0.216181680560112,9,1
1,36,2.65868930000579e-05,9.99998950958252,0.08782978355884552,10,1
1,37,3.328319144202396e-05,10.790107727050781,2.078861713409424,11,1
1,38,4.4705753680318594e-05,12.811517715454102,1.5107402801513672,13,1
1,39,3.9468319300794974e-05,11.976001739501953,1.4758272171020508,12,1
1,40,3.0089760912233032e-05,10.994807243347168,0.9512369632720947,11,1
1,41,3.6522069422062486e-05,11.999300003051758,2.0465445518493652,12,1
1,42,2.965759631479159e-05,8.99986457824707,1.4055284261703491,9,1
1,43,2.397845673840493e-05,8.921545028686523,0.9506576657295227,9,1
1,44,2.478329770383425e-05,7.87642765045166,0.10283643007278442,8,1
1,45,2.187062636949122e-05,6.772977352142334,-0.3220345675945282,7,1
1,46,2.1568142983596772e-05,7.56789493560791,-0.5083780288696289,8,1
1,47,1.4585795724997297e-05,5.930778980255127,-0.2074114829301834,6,1
1,48,2.2800741135142744e-05,6.986929416656494,0.18330757319927216,7,1
1,49,2.2778858692618087e-05,6.998414039611816,0.9722475409507751,7,1
1,50,1.9527647964423522e-05,6.999615669250488,0.9652981758117676,7,1
1,51,1.7694726921035908e-05,5.997647762298584,-0.33040863275527954,6,1
1,52,1.5649999113520607e-05,5.984339714050293,-0.32042038440704346,6,1
1,53,1.9985396647825837e-05,6.927181243896484,0.464272141456604,7,1
1,54,1.9464645447442308e-05,6.760692596435547,-0.02846360206604004,7,1
1,55,2.0292085537221283e-05,5.999983787536621,-0.4622404873371124,6,1
1,56,1.744550172588788e-05,5.9999308586120605,-0.5038531422615051,6,1
1,57,1.8923701645690016e-05,5.999680519104004,-0.9266022443771362,6,1
1,58,1.689562850515358e-05,4.998824596405029,-0.8657729029655457,5,1
1,59,1.6162332030944526e-05,4.996588706970215,-0.821866512298584,5,1
1,60,1.6403322661062703e-05,4.991428375244141,-0.9095418453216553,5,1
1,61,1.5707591956015676e-05,4.98300838470459,-1.3326544761657715,5,1
1,62,1.457104372093454e-05,4.972038269042969,-0.8646652698516846,5,1
1,63,1.218094075738918e-05,3.999998092651367,-1.837154746055603,4,1
1,64,1.351432001683861e-05,4.999998092651367,-0.8164668083190918,5,1
1,65,1.929519567056559e-05,4.999998092651367,1.0997940301895142,5,1
1,66,2.1171730622882023e-05,5.999996185302734,0.030167222023010254,6,1
1,67,2.1697571355616674e-05,6.947393894195557,-1.2370529174804688,7,1
1,68,1.9159419025527313e-05,6.9643378257751465,-0.746296226978302,7,1
1,69,1.801911639631726e-05,6.969232559204102,-0.12416084110736847,7,1
1,70,2.116790165018756e-05,6.9754438400268555,1.8657081127166748,7,1
1,71,2.4705355826881714e-05,6.983242511749268,2.3622701168060303,7,1
1,72,3.022991950274445e-05,8.73519229888916,2.4154765605926514,9,1
1,73,2.803846655297093e-05,8.828400611877441,3.3955235481262207,9,1
1,74,3.192728036083281e-05,8.894058227539062,2.310338020324707,9,1
1,75,3.0542425520252436e-05,7.92149543762207,3.30474853515625,8,1
1,76,2.8324777304078452e-05,7.939916610717773,1.199349284172058,8,1
1,77,2.74527701549232e-05,6.948836803436279,1.0200473070144653,7,1
1,78,2.7643254725262523e-05,6.830081939697266,0.31959399580955505,7,1
1,79,2.9386228561634198e-05,7.8650641441345215,0.822908341884613,8,1
1,80,2.5875224309857003e-05,6.883867263793945,0.8219681978225708,7,1
1,81,2.5122295483015478e-05,6.894465446472168,0.1373971700668335,7,1
1,82,1.8580567484605126e-05,5.909095764160156,-0.01619333028793335,6,1
1,83,2.2751710275770165e-05,7.904947280883789,-0.42400047183036804,8,1
1,84,2.7772995963459834e-05,7.889157295227051,1.3074408769607544,8,1
1,85,2.918089012382552e-05,8.840997695922852,1.7601287364959717,9,1
1,86,2.772245352389291e-05,8.734086990356445,1.4776713848114014,9,1
1,87,3.5409459087532014e-05,8.999995231628418,1.9586825370788574,9,1
1,88,1.940132824529428e-05,6.999995231628418,1.4537320137023926,7,1
1,89,2.819085420924239e-05,7.99999475479126,3.059272527694702,8,1
1,90,2.8028383894707076e-05,8.78226089477539,2.4357082843780518,9,1
1,91,2.727888204390183e-05,8.929555892944336,2.9787216186523438,9,1
1,92,2.806341217365116e-05,8.983353614807129,0.819595456123352,9,1
1,93,3.7132260331418365e-05,10.795591354370117,1.5596444606781006,11,1
1,94,3.319742245366797e-05,9.86284065246582,1.5854007005691528,10,1
1,95,4.2566047341097146e-05,13.842794418334961,3.014749526977539,14,1
1,96,4.544090916169807e-05,14.81129264831543,0.8500831127166748,15,1
1,97,4.474726301850751e-05,13.77194595336914,1.6622014045715332,14,1
1,98,4.2310013668611646e-05,14.390334129333496,2.3098583221435547,15,1
1,99,3.988703974755481e-05,12.779708862304688,0.4695441424846649,13,1
2,0,4.384258500067517e-05,16.69266700744629,3.745598793029785,17,1
2,1,5.820725345984101e-05,18.889759063720703,9.268167495727539,19,1
2,2,5.5407297622878104e-05,17.961048126220703,11.296188354492188,18,1
2,3,4.567445284919813e-05,16.985355377197266,5.907314777374268,17,1
2,4,4.9937356379814446e-05,16.74300765991211,12.034933090209961,17,1
2,5,4.742526652989909e-05,17.5368595123291,7.859223365783691,18,1
2,6,5.013990084989928e-05,17.664506912231445,11.834957122802734,18,1
2,7,4.996160350856371e-05,16.65990447998047,8.51424789428711,17,1
2,8,3.716659193742089e-05,13.9088134765625,9.044676780700684,14,1
2,9,2.7066358597949147e-05,13.85427188873291,6.864535331726074,14,1
2,10,2.774186577880755e-05,11.972492218017578,6.9447150230407715,12,1
2,11,3.277339419582859e-05,9.976863861083984,4.633211612701416,10,1
2,12,3.2155865483218804e-05,10.982888221740723,4.894213676452637,11,1
2,13,3.226529952371493e-05,10.984964370727539,6.177450180053711,11,1
2,14,3.483996624709107e-05,9.936691284179688,6.903674125671387,10,1
2,15,2.3708040316705592e-05,8.993364334106445,5.477178573608398,9,1
2,16,2.2783320673624985e-05,8.99374008178711,4.070058822631836,9,1
2,17,2.3776188754709437e-05,7.994189262390137,5.3783793449401855,8,1
2,18,2.1336620193324052e-05,7.995527267456055,5.254670143127441,8,1
2,19,1.5801602785359137e-05,6.999997138977051,2.779541015625,7,1
2,20,1.852852074080147e-05,7.999996662139893,1.97212815284729,8,1
2,21,2.445410063955933e-05,8.999995231628418,2.944232225418091,9,1
2,22,1.7744137949193828e-05,7.999995231628418,3.2734787464141846,8,1
2,23,1.915768370963633e-05,8.999994277954102,4.4901556968688965,9,1
2,24,3.621950963861309e-05,9.999993324279785,6.529703617095947,10,1
2,25,3.100990943494253e-05,8.999994277954102,3.916627883911133,9,1
2,26,3.068921432713978e-05,8.999993324279785,6.110377311706543,9,1
2,27,3.126122464891523e-05,9.895687103271484,7.280612945556641,10,1
2,28,3.074584674322978e-05,8.999995231628418,4.311749458312988,9,1
2,29,3.666702104965225e-05,10.999994277954102,6.279255390167236,11,1
2,30,2.7254051019554026e-05,9.999994277954102,7.003248691558838,10,1
2,31,2.7776372007792816e-05,8.999992370605469,5.253823280334473,9,1
2,32,2.6979334506904706e-05,8.9999361038208,4.170665740966797,9,1
2,33,2.3706523279543035e-05,8.998978614807129,6.363732814788818,9,1
2,34,2.0582476281560957e-05,7.99026346206665,3.212094306945801,8,1
2,35,2.322981890756637e-05,8.949981689453125,4.03933048248291,9,1
2,36,3.448459756327793e-05,9.826095581054688,3.8621792793273926,10,1
2,37,3.054991611861624e-05,8.999992370605469,4.648242950439453,9,1
2,38,2.901642073993571e-05,8.999992370605469,6.511222839355469,9,1
2,39,2.9285736673045903e-05,8.999991416931152,4.977167129516602,9,1
2,40,2.5285744413849898e-05,9.999992370605469,5.455817222595215,10,1
2,41,4.797502697329037e-05,10.932205200195312,6.959066390991211,11,1
2,42,2.599191793706268e-05,9.919380187988281,3.724088191986084,10,1
2,43,1.947205964825116e-05,8.914834022521973,5.173122406005859,9,1
2,44,2.4847866370691918e-05,9.912546157836914,6.783168315887451,10,1
2,45,2.8091002604924142e-05,10.91258430480957,5.306899070739746,11,1
2,46,3.05567700706888e-05,8.920011520385742,7.01002311706543,9,1
2,47,1.8101931345881894e-05,8.924469947814941,3.92702317237854,9,1
2,48,1.6720081475796178e-05,6.922006130218506,3.3502371311187744,7,1
2,49,1.5666561012039892e-05,6.909171104431152,3.782918691635132,7,1
2,50,2.5533223379170522e-05,6.89290189743042,1.0351425409317017,7,1
2,51,2.838109139702283e-05,7.868697643280029,2.176547050476074,8,1
2,52,2.6373549189884216e-05,8.820404052734375,5.449624538421631,9,1
2,53,2.0783372747246176e-05,8.710216522216797,4.07590389251709,9,1
2,54,2.68018375209067e-05,8.896191596984863,4.621229648590088,9,1
2,55,4.7356261347886175e-05,8.999659538269043,8.259679794311523,9,1
2,56,2.6877327400143258e-05,8.999899864196777,3.212329626083374,9,1
2,57,3.1285650038626045e-05,9.788677215576172,5.840615749359131,10,1
2,58,2.652445255080238e-05,9.95556640625,3.6992244720458984,10,1
2,59,2.8566442779265344e-05,10.996236801147461,3.8530561923980713,11,1
2,60,2.7281670554657467e-05,10.999842643737793,2.9511590003967285,11,1
2,61,2.471221705491189e-05,10.999991416931152,4.605604648590088,11,1
2,62,3.2881362130865455e-05,10.999992370605469,4.875112533569336,11,1
2,63,4.0400664147455245e-05,10.999992370605469,7.636715888977051,11,1
2,64,3.463818575255573e-05,10.999992370605469,5.872992515563965,11,1
2,65,2.9968989110784605e-05,11.999960899353027,6.398470878601074,12,1
2,66,4.006309973192401e-05,11.999983787536621,7.1930460929870605,12,1
2,67,3.2644464226905257e-05,10.999990463256836,3.378702163696289,11,1
2,68,3.4655138733796775e-05,11.999991416931152,5.1159162521362305,12,1
2,69,3.728597948793322e-05,10.999990463256836,6.565037727355957,11,1
2,70,3.5188211768399924e-05,9.99996280670166,6.09456729888916,10,1
2,71,2.7035490347770974e-05,9.99911880493164,4.476325988769531,10,1
2,72,2.3279775632545352e-05,8.989795684814453,2.801250457763672,9,1
2,73,2.76319060503738e-05,8.942773818969727,2.929236888885498,9,1
2,74,2.8492055207607336e-05,8.76782512664795,5.8116044998168945,9,1
2,75,3.247943095630035e-05,8.999994277954102,6.469113826751709,9,1
2,76,3.373504296177998e-05,7.999994277954102,6.71269416809082,8,1
2,77,1.563088153488934e-05,6.999995231628418,3.6697275638580322,7,1
2,78,1.3873273928766139e-05,5.999996185302734,1.8758108615875244,6,1
2,79,1.4037022083357442e-05,5.999997138977051,2.6882896423339844,6,1
2,80,1.8445936802891083e-05,5.999996185302734,3.874394416809082,6,1
2,81,8.437165888608433e-06,4.999996185302734,1.5887027978897095,5,1
2,82,2.208516889368184e-05,4.999996185302734,0.6522411108016968,5,1
2,83,2.042163396254182e-05,7.999364852905273,2.8348171710968018,8,1
2,84,2.1935835320618935e-05,7.999534606933594,3.5288209915161133,8,1
2,85,2.3236254492076114e-05,9.991098403930664,2.5172078609466553,10,1
2,86,2.0888668586849235e-05,10.590768814086914,2.9151501655578613,11,1
2,87,2.21651753236074e-05,9.655128479003906,2.386575698852539,10,1
2,88,1.453931054129498e-05,6.999995708465576,3.5303454399108887,7,1
2,89,2.1189476683503017e-05,7.999993801116943,4.792322635650635,8,1
2,90,2.3707489162916318e-05,8.999994277954102,3.5388846397399902,9,1
2,91,2.760297866188921e-05,8.999995231628418,5.428194046020508,9,1
2,92,2.522222712286748e-05,8.999994277954102,5.657662868499756,9,1
2,93,1.478149806644069e-05,6.9999308586120605,4.113191604614258,7,1
2,94,2.76275968644768e-05,6.9967145919799805,4.092550277709961,7,1
2,95,1.839706783357542e-05,6.999994277954102,3.668631076812744,7,1
2,96,4.031024582218379e-05,8.999993324279785,6.69728422164917,9,1
2,97,2.3053606128087267e-05,8.999994277954102,3.3662753105163574,9,1
2,98,2.160200529033318e-05,7.999994277954102,4.602527618408203,8,1
2,99,3.120971814496443e-05,8.999993324279785,4.816669464111328,9,1
3,0,2.5284034563810565e-05,7.999996185302734,2.813309669494629,8,1
3,1,1.6200077880057506e-05,6.999997615814209,2.025529146194458,7,1
3,2,2.5713992727105506e-05,8.99998950958252,2.1362907886505127,9,1
3,3,2.526859134377446e-05,8.999958992004395,3.453611373901367,9,1
3,4,2.883626802940853e-05,8.999787330627441,4.968371391296387,9,1
3,5,2.4211214622482657e-05,7.9990363121032715,4.620367050170898,8,1
3,6,2.2173975594341755e-05,7.9969682693481445,2.330587387084961,8,1
3,7,2.840566958184354e-05,8.979852676391602,1.7995742559432983,9,1
3,8,2.075496013276279e-05,8.971446990966797,1.1744418144226074,9,1
3,9,1.889288796519395e-05,8.94073486328125,2.704855442047119,9,1
3,10,2.133131420123391e-05,8.891202926635742,4.2980828285217285,9,1
3,11,2.06709373742342e-05,8.828346252441406,3.296759843826294,9,1
3,12,2.1237698092591017e-05,8.742453575134277,2.6847944259643555,9,1
3,13,2.0058336303918622e-05,7.99999475479126,4.622263431549072,8,1
3,14,1.2353688362054527e-05,6.999996185302734,2.8906078338623047,7,1
3,15,2.3480242816731334e-05,7.997260093688965,3.3479132652282715,8,1
3,16,2.249361205031164e-05,6.7123823165893555,3.4748401641845703,7,1
3,17,1.8765729691949673e-05,7.895345211029053,1.9090113639831543,8,1
3,18,2.144959580618888e-05,6.964076995849609,3.9854178428649902,7,1
3,19,1.790251371858176e-05,6.904541969299316,2.7261874675750732,7,1
3,20,1.1248343071201816e-05,4.999519348144531,2.36535906791687,5,1
3,21,1.232014074048493e-05,4.98726749420166,3.023871421813965,5,1
3,22,1.0615671271807514e-05,5.502354621887207,1.2280912399291992,6,1
3,23,1.2029419849568512e-05,4.803830146789551,-0.4131280183792114,5,1
3,24,1.768735091900453e-05,4.897064208984375,1.7780359983444214,5,1
3,25,2.0911866158712655e-05,4.958179950714111,2.033698797225952,5,1
3,26,1.4214103430276737e-05,3.9999985694885254,-0.44755446910858154,4,1
3,27,1.2251856787770521e-05,4.997468948364258,0.14601460099220276,5,1
3,28,1.5299383449018933e-05,6.999873161315918,1.1263139247894287,7,1
3,29,1.7213442333741114e-05,8.999992370605469,1.916485071182251,9,1
3,30,2.487475285306573e-05,9.999992370605469,1.9617705345153809,10,1
3,31,1.6318594134645537e-05,9.999992370605469,3.4538369178771973,10,1
3,32,3.000039760081563e-05,9.999993324279785,2.053647994995117,10,1
3,33,1.7911333998199552e-05,8.999994277954102,2.428724527359009,9,1
3,34,1.7917798686539754e-05,8.999996185302734,1.5895394086837769,9,1
3,35,1.5913581592030823e-05,8.999995231628418,1.7373936176300049,9,1
3,36,2.31355479627382e-05,8.999995231628418,4.407516002655029,9,1
3,37,1.7638092685956508e-05,9.999995231628418,2.143606662750244,10,1
3,38,2.1458990886458196e-05,8.999994277954102,4.8618364334106445,9,1
3,39,2.0394883904373273e-05,8.999993324279785,3.653167247772217,9,1
3,40,2.662483893800527e-05,10.999994277954102,3.1942927837371826,11,1
3,41,2.520512862247415e-05,10.999994277954102,5.679731369018555,11,1
3,42,2.4595739887445234e-05,10.999994277954102,4.340590000152588,11,1
3,43,2.8488408133853227e-05,9.999995231628418,8.133668899536133,10,1
3,44,2.841667264874559e-05,10.999993324279785,3.3471922874450684,11,1
3,45,3.052726242458448e-05,11.98116683959961,3.890377998352051,12,1
3,46,1.9601633539423347e-05,11.940303802490234,4.666263580322266,12,1
3,47,2.3218321075546555e-05,11.817959785461426,6.941234111785889,12,1
3,48,2.6633917514118366e-05,9.999980926513672,5.986752033233643,10,1
3,49,2.922714156738948e-05,11.99992847442627,4.511014938354492,12,1
3,50,4.000247281510383e-05,11.999444961547852,5.102926254272461,12,1
3,51,3.0956849514041096e-05,12.748549461364746,4.50939416885376,13,1
3,52,3.384084993740544e-05,11.923491477966309,5.0691328048706055,12,1
3,53,2.491759369149804e-05,11.987969398498535,7.451597213745117,12,1
3,54,2.4091174054774456e-05,11.998944282531738,5.778090476989746,12,1
3,55,2.555036189733073e-05,11.999884605407715,5.8251447677612305,12,1
3,56,2.4524752006982453e-05,12.999982833862305,7.122381687164307,13,1
3,57,2.6070996682392433e-05,10.999993324279785,7.6162638664245605,11,1
3,58,2.14652518479852e-05,11.806005477905273,5.562170028686523,12,1
3,59,1.9384908227948472e-05,11.9520902633667,4.60357666015625,12,1
3,60,3.618367190938443e-05,13.811161041259766,7.041306972503662,14,1
3,61,2.8432787075871602e-05,11.992666244506836,4.832553386688232,12,1
3,62,3.294660200481303e-05,11.77442741394043,4.88118839263916,12,1
3,63,3.3360458473907784e-05,11.78749942779541,5.794191360473633,12,1
3,64,2.6872292437474243e-05,12.907341957092285,3.762930393218994,13,1
3,65,3.092991028097458e-05,12.808683395385742,4.710229396820068,13,1
3,66,3.702181493281387e-05,11.998970031738281,7.625465393066406,12,1
3,67,3.1252384360414e-05,11.98466682434082,5.630303859710693,12,1
3,68,2.6547944798949175e-05,11.904541969299316,3.4953770637512207,12,1
3,69,2.6861120204557665e-05,11.999991416931152,4.590931415557861,12,1
3,70,2.6197481929557398e-05,11.999990463256836,5.946907043457031,12,1
3,71,2.6600162527756765e-05,10.99998950958252,5.350975513458252,11,1
3,72,2.9297229048097506e-05,12.993743896484375,7.665102005004883,13,1
3,73,2.618453436298296e-05,12.992847442626953,4.333971977233887,13,1
3,74,2.511896673240699e-05,12.989063262939453,7.502629280090332,13,1
3,75,3.6923684092471376e-05,13.981374740600586,7.68499755859375,14,1
3,76,3.82265388907399e-05,14.959956169128418,7.887324333190918,15,1
3,77,2.5362149244756438e-05,12.926567077636719,6.421941757202148,13,1
3,78,2.3384103769785725e-05,11.857061386108398,6.622273921966553,12,1
3,79,2.1640640625264496e-05,11.757814407348633,5.435847759246826,12,1
3,80,2.8804675821447745e-05,11.661123275756836,7.32249116897583,12,1
3,81,2.6160425477428362e-05,11.820709228515625,3.765956401824951,12,1
3,82,2.918762038461864e-05,11.965538024902344,5.355147361755371,12,1
3,83,2.178183240175713e-05,11.915658950805664,4.680593490600586,12,1
3,84,2.1188840037211776e-05,11.777848243713379,1.9784431457519531,12,1
3,85,2.0054007109138183e-05,10.951982498168945,3.3725316524505615,11,1
